location,fire_age4,fire_age3,fire_age2,fire_age1,fire_age0,Herbs,Shrub,Treed broadleaf,Treed conifer,Treed mixed,Water,Bryoid,Rock,year,week,n_days_effort,Barren-ground Caribou,gray_wolf,grizzly_bear,Muskox,camera,cluster,elevation,esker_camera_distances
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,51,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,52,5,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,1,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,2,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,3,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,32,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,33,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,52,2,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,46,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,47,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,48,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,11,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,12,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,13,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,14,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,15,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,16,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,17,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,18,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,19,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,20,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,21,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,22,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,34,2,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,35,7,0,0,0,1,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,36,7,0,0,0,1,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,37,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,38,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,39,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,40,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,41,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,42,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,43,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,44,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2021,45,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,7,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,8,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,9,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,10,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,6,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,4,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-01,1,0,0,0,0,0.0707070707070707,0.013468013468013467,0.010101010101010102,0.696969696969697,0.006734006734006734,0.20202020202020202,0,0,2022,5,7,0,0,0,0,01,BIO-TDN-004,325.2384948730469,8582.4091796875
BIO-TDN-004-02,1,0,0,0,0,0.008333333333333333,0,0,0.8875,0,0.10416666666666667,0,0,2021,39,7,0,0,0,0,02,BIO-TDN-004,322.3814392089844,8662.7763671875
BIO-TDN-004-02,1,0,0,0,0,0.008333333333333333,0,0,0.8875,0,0.10416666666666667,0,0,2021,38,7,0,0,0,0,02,BIO-TDN-004,322.3814392089844,8662.7763671875
BIO-TDN-004-02,1,0,0,0,0,0.008333333333333333,0,0,0.8875,0,0.10416666666666667,0,0,2021,43,7,0,0,0,0,02,BIO-TDN-004,322.3814392089844,8662.7763671875
